,name,rating,
281,Bibidh Baral,4 stars,Imadol Futsal
282,Prem kumar Lama,5 stars,Imadol Futsal
283,Dracula 7oS,5 stars,Imadol Futsal
284,Suman G,4 stars,Imadol Futsal
285,Ranish Maharjan,2 stars,Imadol Futsal
286,suraj muktan,5 stars,Imadol Futsal
287,Sujan Acharya,4 stars,Imadol Futsal
288,suresh karki,4 stars,Imadol Futsal
289,sebastain byleth,5 stars,Imadol Futsal
290,shikhar acharya,3 stars,Imadol Futsal
291,Bibek Thapa,3 stars,Imadol Futsal
292,saroj chhetry,5 stars,Imadol Futsal
293,santosh mishra,2 stars,Imadol Futsal
294,Pujan Shrestha,4 stars,Imadol Futsal
295,Nishan Timsina,5 stars,Imadol Futsal
296,Sujan Timsina,2 stars,Imadol Futsal
297,Sergio Ramos4,5 stars,Imadol Futsal
298,Bikal Neupane,3 stars,Imadol Futsal
299,Priyash Pokharel,5 stars,Imadol Futsal
